?rank,rid,costMoney,level,vip,nickname,clubName,combat,topHeroesCombat,online,lastOfflineTime,groupId
765, 410739_1006, 6, 18, 1, 悲伤的秋千, 我问心无愧, 6628, 6917, 0, 2019-11-26 12:43:33, Group_2
766, 431637_1006, 6, 41, 2, 火炎焱燚, 狂战魔焰, 36046, 50044, 0, 2019-12-03 23:05:27, Group_4
767, 434115_1006, 6, 32, 1, 花*院秀元, 快快乐乐, 16806, 22813, 0, 2019-11-29 09:44:00, Group_1
768, 427585_1006, 6, 24, 1, 机智_老司机, 0, 11511, 14080, 0, 2019-11-26 23:58:19, Group_4
769, 434327_1006, 6, 13, 1, 忧郁丶真真, 0, 3132, 3112, 0, 2019-11-26 13:19:11, 
770, 434170_1006, 6, 28, 1, 一心不问红尘事, 狂战魔焰, 10778, 12277, 0, 2019-11-28 13:19:55, Group_4
771, 425321_1006, 6, 22, 1, 刁钻_德古拉, 了哦哦, 887, 9685, 0, 2019-11-26 13:46:06, Group_3
772, 434393_1006, 6, 28, 1, 明天你好, 了哦哦, 15981, 18789, 0, 2019-11-27 13:36:53, Group_3
773, 420823_1006, 6, 42, 2, 虚伪灬真真, 烈焰, 36655, 55750, 0, 2019-12-03 21:46:52, Group_2
774, 428990_1006, 6, 35, 1, 妩媚丶王者, 鬼族, 19015, 27405, 0, 2019-12-02 07:21:39, Group_4
775, 433002_1006, 6, 28, 1, 气愤X火炮, 狂战魔焰, 13260, 16454, 0, 2019-11-27 14:08:36, Group_4
776, 434236_1006, 6, 24, 1, 糊涂的肌肉男, 0, 10092, 12394, 0, 2019-11-28 03:32:37, Group_1
777, 429050_1006, 6, 35, 1, 龍謌, 梦之队, 21962, 29646, 0, 2019-12-03 12:32:03, Group_4
778, 432425_1006, 6, 21, 1, 快活丨小元, 你还是不是男, 8807, 9047, 0, 2019-11-26 14:32:38, Group_4
779, 431872_1006, 6, 33, 1, 自觉灬酒徒, 狂战魔焰, 15210, 18462, 0, 2019-12-03 14:58:20, Group_4
780, 427106_1006, 6, 38, 2, 暴风七枷社, 鬼族, 27519, 41507, 0, 2019-12-03 21:54:45, Group_4
781, 435256_1006, 6, 32, 1, 傲娇X浩浩, 神話, 12066, 17112, 0, 2019-12-02 23:21:44, Group_2
782, 435154_1006, 6, 21, 1, 記憶, 祖师殿, 8697, 9420, 0, 2019-11-26 17:38:18, Group_2
783, 433008_1006, 6, 23, 1, 年少轻狂, 快快乐乐, 9277, 10714, 0, 2019-11-26 19:56:03, Group_1
784, 433487_1006, 6, 25, 1, 王志瑞, 六芒星, 11149, 13438, 0, 2019-11-27 12:11:13, Group_3
785, 379126_1006, 6, 19, 1, 柔弱灬道长, 八尺琼楼, 6374, 6630, 0, 2019-11-26 14:23:25, Group_3
786, 435092_1006, 6, 32, 1, 腹黑的扫把头, 了哦哦, 16797, 21691, 0, 2019-12-01 01:02:39, Group_3
787, 435343_1006, 6, 16, 1, 生涩草薙一族, 0, 3912, 4667, 0, 2019-11-26 13:51:55, 
788, 426039_1006, 6, 36, 1, 理想, 不知火舞, 23872, 35960, 0, 2019-12-04 00:33:04, Group_2
789, 435780_1006, 6, 32, 1, 勇敢X毅哥, 咔咔咔, 19802, 25791, 0, 2019-11-29 02:16:06, Group_4
790, 434499_1006, 6, 22, 1, 泪奔丶白狐, 0, 6884, 9803, 0, 2019-11-29 22:19:30, Group_3
791, 237154_1006, 6, 29, 1, 大方之老司机, 你还是不是男, 13527, 16865, 0, 2019-11-29 13:22:31, Group_4
792, 436003_1006, 6, 36, 1, 之酒徒, 八尺琼楼, 24499, 36120, 0, 2019-12-03 17:10:20, Group_3
793, 435949_1006, 6, 13, 1, 魁梧的萝莉控, 0, 3294, 3274, 0, 2019-11-26 13:48:13, 
794, 432112_1006, 6, 25, 1, 柳臣次, 0, 13259, 15849, 0, 2019-11-26 22:53:07, Group_1
795, 435933_1006, 6, 17, 1, 死神来了, 强烈队伍, 5140, 5426, 0, 2019-11-26 14:25:17, Group_2
796, 435903_1006, 6, 21, 1, 孽, 0, 8549, 8501, 0, 2019-11-26 20:36:00, Group_1
797, 375930_1006, 6, 39, 1, 残暴灬, 刚刚, 33646, 49357, 0, 2019-12-03 17:54:46, Group_1
798, 428825_1006, 6, 37, 1, 倾城之小虾米, RAT, 28643, 38502, 0, 2019-12-02 07:56:30, Group_1
799, 435469_1006, 6, 24, 1, 碉堡_豆沙包, 狂战魔焰, 11614, 14173, 0, 2019-11-27 00:09:07, Group_4
800, 435515_1006, 6, 16, 1, 风一样的汉子, 0, 4226, 4201, 0, 2019-11-26 18:33:02, 
801, 435076_1006, 6, 21, 1, 慷慨_帅帅, 狂战魔焰, 7545, 8214, 0, 2019-11-26 14:38:51, Group_4
802, 435869_1006, 6, 26, 1, 稳重丶卤肉面曦, 八尺琼楼, 12374, 14301, 0, 2019-11-27 18:03:10, Group_3
803, 435875_1006, 6, 24, 1, 潇洒灬, 快快乐乐, 10385, 13388, 0, 2019-11-26 15:48:49, Group_1
804, 436006_1006, 6, 14, 1, 气愤灬, 0, 2787, 3389, 0, 2019-12-01 14:11:35, 
805, 432907_1006, 6, 22, 1, 神气的手残党, 我问心无愧, 8179, 8978, 0, 2019-11-26 15:17:58, Group_2
806, 423270_1006, 6, 12, 1, 高傲丶毅哥, 0, 2274, 2260, 0, 2019-11-26 13:42:08, 
807, 433696_1006, 6, 23, 1, 颓废X草莓, 冠军?, 9319, 11036, 0, 2019-11-26 14:16:54, Group_1
808, 429046_1006, 6, 22, 1, 机智御姐, 04, 9595, 11752, 0, 2019-11-26 14:28:03, Group_2
809, 431813_1006, 6, 31, 1, 刘白江, 烈焰, 19276, 24828, 0, 2019-11-28 20:39:10, Group_2
810, 166058_1006, 6, 36, 1, 围观_然然, 狂战魔焰, 21939, 29982, 0, 2019-12-03 13:55:43, Group_4
811, 431417_1006, 6, 24, 1, 凶悍_, 冷眸, 10903, 13372, 0, 2019-11-26 15:05:33, Group_1
812, 435221_1006, 6, 30, 1, 元气_总旗, 六芒星, 14698, 17690, 0, 2019-11-28 22:21:52, Group_3
813, 433080_1006, 6, 34, 1, 绿叶丨, 撕裂, 19740, 26325, 0, 2019-12-04 01:54:16, Group_3
814, 427673_1006, 6, 33, 1, 正直之天蝎座, 狂战魔焰, 13739, 16283, 0, 2019-12-03 10:23:43, Group_4
815, 373465_1006, 6, 33, 1, 悲伤之小虾米, 洗洗睡, 19771, 24026, 0, 2019-11-30 12:02:14, Group_2
816, 429082_1006, 6, 27, 1, 稳重之铁拳, 0, 8630, 11152, 0, 2019-12-03 12:38:49, Group_4
817, 426312_1006, 6, 37, 1, 星马烈, 风风??飍飍, 31072, 40908, 0, 2019-11-30 13:53:09, Group_2
818, 432430_1006, 6, 34, 1, 坚硬丶御姐, 我问心无愧, 23483, 30643, 0, 2019-12-02 01:00:20, Group_2
819, 434671_1006, 6, 22, 1, 南风霁月, 我问心无愧, 10488, 11981, 0, 2019-11-26 20:24:26, Group_2
820, 428065_1006, 6, 41, 2, 孤独与诗, 八神超玩会, 41992, 58477, 0, 2019-12-04 00:58:14, Group_3
821, 430706_1006, 6, 40, 2, 旺盛的木瓜, 汇编成册不会, 34873, 45244, 0, 2019-12-03 23:50:00, Group_3
822, 434714_1006, 6, 33, 1, 得意X番茄, 0, 13809, 18244, 0, 2019-12-03 00:13:31, Group_3
823, 434788_1006, 6, 20, 1, 星空夜, 0, 7470, 7857, 0, 2019-11-26 17:20:56, Group_1
824, 153977_1006, 6, 31, 1, 装酷_王者, 鬼族, 18510, 23895, 0, 2019-11-28 15:01:16, Group_4
825, 435507_1006, 6, 29, 1, 抽象丨小蜜马甲, 我问心无愧, 13569, 18085, 0, 2019-11-27 22:16:27, Group_2
826, 435541_1006, 6, 14, 1, 浪漫校长, 0, 4414, 4388, 0, 2019-11-26 14:30:19, 
827, 430219_1006, 6, 41, 2, 事了佛衣去, 八神超玩会, 46947, 60931, 0, 2019-12-03 23:31:42, Group_3
828, 430017_1006, 6, 24, 1, 泽十一, 0, 8374, 9187, 0, 2019-11-27 11:50:16, Group_1
829, 430874_1006, 6, 41, 1, 洒脱丨, 鬼族, 39297, 52332, 0, 2019-12-03 22:59:09, Group_4
830, 435690_1006, 6, 29, 1, 超级丶煎蛋, 八尺琼楼, 13784, 17856, 0, 2019-11-27 15:06:34, Group_3
831, 436000_1006, 6, 34, 1, 油腻灬天秤座, 0, 17059, 21370, 0, 2019-11-30 22:20:46, Group_3
832, 433934_1006, 6, 38, 2, 秀逗灬大菠萝, 嘻嘻, 26035, 37297, 0, 2019-12-03 06:46:14, Group_1
833, 433755_1006, 6, 24, 1, 最叼至尊, 大蛇无双, 9619, 11895, 0, 2019-11-27 00:52:50, Group_2
834, 433945_1006, 6, 32, 1, 丶国宝, 0, 18814, 25061, 0, 2019-11-29 11:40:57, Group_4
835, 429765_1006, 6, 35, 1, 有才灬国宝, 我问心无愧, 24878, 37429, 0, 2019-12-03 01:47:43, Group_2
836, 422755_1006, 6, 32, 1, 风的记忆, 汇编成册不会, 16588, 25028, 0, 2019-11-29 08:38:37, Group_3
837, 420174_1006, 6, 41, 2, 凌乱_凹凸曼, 名人堂, 38963, 50462, 0, 2019-12-04 00:51:28, Group_1
838, 421712_1006, 6, 7, 1, 装酷X小羚, 0, 1695, 1695, 0, 2019-11-27 09:09:10, 
839, 411729_1006, 6, 41, 2, 狗安倍, 高数, 40626, 55668, 0, 2019-12-03 22:54:12, Group_4
840, 432948_1006, 6, 41, 2, 强烈丶番番, 汇编成册不会, 37020, 49975, 0, 2019-12-04 00:00:52, Group_3
841, 427173_1006, 6, 35, 1, 强横基友, 我问心无愧, 23454, 30424, 0, 2019-12-02 10:52:14, Group_2
842, 424735_1006, 6, 41, 2, 朕丶赐你一夜, 玉天宗, 39800, 58456, 0, 2019-12-04 01:27:24, Group_2
843, 381276_1006, 6, 28, 1, 爱宝贝熊熊超, 神話, 14066, 16766, 0, 2019-11-28 00:59:51, Group_2
844, 395789_1006, 6, 41, 2, 机灵丨狼人, 名人堂, 42593, 54587, 0, 2019-12-03 21:45:50, Group_1
845, 429796_1006, 6, 31, 1, 活泼之基友, 0, 14563, 21110, 0, 2019-11-28 23:12:33, Group_2
846, 430792_1006, 6, 18, 1, 光神雷雷, 0, 6350, 6899, 0, 2019-11-26 15:56:24, Group_1
847, 421559_1006, 6, 26, 1, 冷酷丨红帽, 0, 12484, 15066, 0, 2019-11-27 18:25:00, Group_1
848, 430679_1006, 6, 36, 1, 矜持X小成, 我问心无愧, 22927, 32868, 0, 2019-12-03 18:23:51, Group_2
849, 425507_1006, 6, 21, 1, 余生，请指教, 0, 6667, 7524, 0, 2019-11-28 09:16:40, Group_2
850, 407835_1006, 6, 31, 1, 动心不动情, 千鹤乱舞, 18196, 23185, 0, 2019-11-28 14:23:52, Group_1
851, 423664_1006, 6, 41, 2, 顽皮的总督, 哦啊, 30950, 47123, 0, 2019-12-04 01:15:47, Group_2
852, 427657_1006, 6, 34, 1, 寂寞X瞎眼猴, 0, 16392, 22953, 0, 2019-12-03 17:25:23, Group_1
853, 434645_1006, 6, 29, 1, 天然呆丨小红帽, 来吧！, 16055, 20801, 0, 2019-11-28 00:36:44, Group_3
854, 430052_1006, 6, 38, 1, 04鹿, 04, 32042, 44224, 0, 2019-12-03 17:51:44, Group_2
855, 426042_1006, 6, 16, 1, 强力之主角, 0, 6718, 7092, 0, 2019-11-26 16:01:54, 
856, 435238_1006, 6, 36, 1, 逍遥X王者, 八神庵, 23080, 33790, 0, 2019-12-03 19:58:17, Group_3
857, 435776_1006, 6, 33, 1, 优秀灬蘑菇, 不知火舞, 13517, 18538, 0, 2019-12-03 16:00:40, Group_2
858, 428049_1006, 6, 38, 1, 调皮X御风者, 来吧！, 29955, 43729, 0, 2019-12-03 10:21:42, Group_3
859, 432804_1006, 6, 37, 1, 鲁莽丶, 来吧！, 27412, 41987, 0, 2019-12-03 17:43:01, Group_3
860, 431502_1006, 6, 26, 1, 暴躁小泽, 0, 11274, 13749, 0, 2019-11-29 02:00:16, Group_2
861, 435657_1006, 6, 27, 1, 只想跟个哥, 快快乐乐, 14945, 18564, 0, 2019-11-27 18:43:30, Group_1
862, 424112_1006, 6, 40, 2, 调皮之帅帅, 八神庵, 35491, 48542, 0, 2019-12-03 19:54:40, Group_3
863, 430046_1006, 6, 29, 1, 伟大丶飞飞, 冷眸, 17473, 24449, 0, 2019-11-28 04:29:45, Group_1
864, 433801_1006, 6, 24, 1, 灬队长, 神話, 11594, 12865, 0, 2019-11-26 21:06:43, Group_2
865, 427456_1006, 6, 39, 2, 残念丨咖啡, 刚刚, 36758, 49279, 0, 2019-12-04 03:26:04, Group_1
866, 430481_1006, 6, 23, 1, 热情丶大菠萝, 来吧！, 9333, 9272, 0, 2019-11-26 17:04:39, Group_3
867, 436029_1006, 6, 23, 1, 辻?紧扣, 黑夜降临, 5104, 5371, 0, 2019-11-28 23:27:57, Group_3
868, 421675_1006, 6, 34, 1, 纠结丨红风, 冷眸, 18686, 25015, 0, 2019-12-01 17:30:07, Group_1
869, 430638_1006, 6, 28, 1, 伤感灬, Hakuna, 14959, 19483, 0, 2019-11-29 03:14:03, Group_4
870, 428701_1006, 6, 22, 1, 无悔, 0, 6401, 7429, 0, 2019-11-27 12:47:33, Group_1
871, 422046_1006, 6, 33, 1, 橘夏, 刘新宇潘爽, 18537, 27729, 0, 2019-12-01 08:17:59, Group_3
872, 430779_1006, 6, 42, 2, 英俊X耳朵, 5, 42694, 66188, 1, 2019-12-04 00:29:44, Group_4
873, 424891_1006, 6, 32, 1, 刁钻灬水瓶座, 祖师殿, 11394, 14383, 0, 2019-12-02 18:12:50, Group_2
874, 423906_1006, 6, 39, 1, 妖, 千鹤乱舞, 33894, 52521, 0, 2019-12-03 21:31:57, Group_1
875, 424825_1006, 6, 32, 1, 无双灬正太, 祖师殿, 16671, 23480, 0, 2019-11-29 08:47:40, Group_2
876, 432058_1006, 6, 25, 1, 强劲丨红人, 祖师殿, 13571, 16603, 0, 2019-11-27 00:21:11, Group_2
877, 432241_1006, 6, 29, 1, 泪奔之猴子, 不知火舞, 12135, 15255, 0, 2019-11-27 12:10:41, Group_2
878, 428397_1006, 6, 29, 1, 暴走大蛇, 0, 12505, 15694, 0, 2019-11-27 14:39:39, Group_1
879, 422373_1006, 6, 25, 1, 凶狠恐龙, 0, 8737, 10139, 0, 2019-11-28 18:36:49, Group_4
880, 433415_1006, 6, 33, 1, loveljq, 鬼族, 13607, 18930, 0, 2019-12-02 21:18:41, Group_4
881, 430730_1006, 6, 17, 1, 勇气之小护士, 0, 4862, 5156, 0, 2019-11-26 18:14:23, Group_3
882, 431202_1006, 6, 35, 1, 粗犷灬女仆, Hakuna, 25701, 34893, 0, 2019-12-04 03:10:08, Group_4
883, 426253_1006, 6, 31, 1, 慷慨丶草莓, 天神主宰、, 15782, 20243, 0, 2019-11-29 20:43:20, Group_1
884, 422261_1006, 6, 24, 1, 尹福伦, 0, 6444, 7055, 0, 2019-11-26 20:01:34, Group_1
885, 428559_1006, 6, 30, 1, 阿旸的后宫., 洗洗睡, 16391, 22401, 0, 2019-11-28 10:13:36, Group_2
886, 423891_1006, 6, 33, 1, 腼腆X小帅哥, 0, 13932, 16273, 0, 2019-12-03 22:28:27, Group_4
887, 432252_1006, 6, 27, 1, 让你三十招, 六芒星, 12002, 14147, 0, 2019-11-27 20:56:02, Group_3
888, 430677_1006, 6, 29, 1, 微笑天蝎座, 你还是不是男, 14167, 18368, 0, 2019-11-28 14:46:36, Group_4
889, 432332_1006, 6, 39, 1, 阔绰的风圣, killer, 29127, 40552, 0, 2019-12-03 22:25:23, Group_3
890, 421331_1006, 6, 41, 2, 强壮的午夜党, 名人堂, 38684, 57017, 0, 2019-12-04 03:57:03, Group_1
891, 423307_1006, 6, 34, 1, 草京忌, 哦啊, 19548, 27310, 0, 2019-12-01 08:32:38, Group_2
892, 434799_1006, 6, 25, 1, 尊贵X火男, 0, 9744, 12311, 0, 2019-12-02 19:49:06, Group_1
893, 434909_1006, 6, 41, 1, 二次元灬, 高数, 40772, 61026, 0, 2019-12-03 23:36:51, Group_4
894, 427401_1006, 6, 34, 1, 骄傲灬熊孩子, 不知火舞, 24258, 34218, 0, 2019-11-29 22:48:27, Group_2
895, 431365_1006, 6, 38, 1, 丶美人, 04, 29437, 46296, 0, 2019-12-03 19:23:58, Group_2
896, 431529_1006, 6, 32, 1, 哈喽, 咔咔咔, 18178, 22740, 0, 2019-11-29 07:16:37, Group_4
897, 432766_1006, 6, 37, 1, 怪僻_双鱼座, 八神战队, 27040, 38006, 0, 2019-12-03 19:03:31, Group_2
898, 52840_1006, 6, 39, 2, 素颜X萝莉控, 咔咔咔, 33086, 51721, 0, 2019-12-03 13:22:16, Group_4
899, 434743_1006, 6, 27, 1, 中枪丨八酱, 了哦哦, 14131, 17678, 0, 2019-11-28 00:03:25, Group_3
900, 426177_1006, 6, 36, 1, 疯粑粑, 六芒星, 22383, 30891, 0, 2019-12-02 22:26:32, Group_3
901, 434118_1006, 6, 31, 1, 泪奔灬红风, 水花兄弟, 17067, 22593, 0, 2019-11-29 20:37:25, Group_1
902, 434881_1006, 6, 40, 2, 拽拽_红帽, 高数, 37148, 52487, 0, 2019-12-03 08:06:30, Group_4
903, 426103_1006, 6, 40, 2, 天佑林哥, 黑夜降临, 35621, 50444, 0, 2019-12-04 02:10:19, Group_3
904, 434469_1006, 6, 25, 1, 狂野丶老鸟, 千鹤乱舞, 9173, 11861, 0, 2019-11-27 10:56:45, Group_1
905, 180833_1006, 6, 17, 1, 丨超人, 风风??飍飍, 5723, 5693, 0, 2019-11-26 20:10:06, Group_2
906, 428753_1006, 6, 34, 1, 集结号, killer, 21426, 31822, 0, 2019-11-30 22:47:27, Group_3
907, 431059_1006, 6, 40, 2, 魔神阿波*, 1, 32688, 47005, 0, 2019-12-03 14:25:56, Group_4
908, 431085_1006, 6, 25, 1, 沉默X丫头, 0, 9958, 12305, 0, 2019-11-29 13:05:00, Group_1
909, 434380_1006, 6, 41, 2, 无敌小老鼠, 小乐乐, 37655, 53202, 0, 2019-12-03 21:39:38, Group_1
910, 427379_1006, 6, 39, 1, 尘心, RAT, 32912, 51113, 0, 2019-12-03 22:13:26, Group_1
911, 194312_1006, 6, 16, 1, 霸气丶狼王, 0, 4274, 4247, 0, 2019-11-26 21:23:14, 
912, 433447_1006, 6, 39, 1, 威风的小鬼, uuu, 33555, 45930, 0, 2019-12-03 20:56:35, Group_3
913, 432046_1006, 6, 33, 1, 圆滑丨豆包, 5, 16198, 22247, 0, 2019-11-30 19:03:19, Group_4
914, 434231_1006, 6, 38, 1, 杀神, 鬼族, 29925, 40258, 0, 2019-12-03 20:48:47, Group_4
915, 432780_1006, 6, 29, 1, 妖艳丶, 六芒星, 14244, 19394, 0, 2019-11-27 20:49:02, Group_3
916, 427770_1006, 6, 37, 1, 酷酷_香皂, 乐神, 29545, 43173, 0, 2019-12-01 09:51:12, Group_1
917, 435194_1006, 6, 38, 2, 乐观X巨蟹座, 狂战魔焰, 28518, 40005, 0, 2019-12-03 23:01:15, Group_4
918, 380257_1006, 6, 28, 1, 粗犷灬天才, 鬼族, 15609, 20100, 0, 2019-11-27 13:15:26, Group_4
919, 407776_1006, 6, 38, 2, 超级丨金刚, 千鹤乱舞, 33039, 45631, 0, 2019-12-04 01:15:00, Group_1
920, 423323_1006, 6, 39, 2, 倾城X大蛇, 来吧！, 35028, 49543, 0, 2019-12-03 21:01:23, Group_3
921, 421933_1006, 6, 32, 1, 顽皮丶太阳, 梦之队, 18591, 24362, 0, 2019-11-30 08:09:22, Group_4
922, 425213_1006, 6, 12, 1, 狼也孤独, 0, 3837, 3813, 0, 2019-11-26 22:05:20, 
923, 432481_1006, 6, 34, 1, 骄横丨御风者, 天神主宰、, 22456, 32246, 0, 2019-12-01 03:31:15, Group_1
924, 428225_1006, 6, 39, 2, 鲁莽战神, 玉天宗, 28737, 36142, 0, 2019-12-03 21:20:26, Group_2
925, 434016_1006, 6, 23, 1, 文艺_火炮, 0, 6658, 8545, 0, 2019-11-27 10:06:24, Group_2
926, 435261_1006, 6, 41, 2, 元气灬双鱼座, killer, 44907, 65190, 0, 2019-12-03 19:23:52, Group_3
927, 433678_1006, 6, 22, 1, 勇猛灬天秤座, 0, 6477, 7307, 0, 2019-11-30 12:35:35, Group_2
928, 180738_1006, 6, 32, 1, 残酷战神, 水花兄弟, 13461, 16149, 0, 2019-11-30 16:28:09, Group_1
929, 435876_1006, 6, 34, 1, 无语之传奇, 高数, 22274, 31587, 0, 2019-12-04 03:47:21, Group_4
930, 427570_1006, 6, 33, 1, 脱裤子放屁, 来吧！, 21378, 27252, 0, 2019-11-29 17:12:46, Group_3
931, 425354_1006, 6, 25, 1, 头痛_总经理, 白竹, 10659, 12643, 0, 2019-11-26 23:43:06, Group_3
932, 426192_1006, 6, 38, 2, 奇异将军, 水花兄弟, 29633, 44308, 0, 2019-12-04 00:17:30, Group_1
933, 435843_1006, 6, 26, 1, 忠厚灬番茄, 0, 13392, 16621, 0, 2019-11-28 23:10:01, Group_1
934, 429878_1006, 6, 41, 2, 秀逗灬二娃, 大蛇无双, 42444, 56969, 0, 2019-12-03 21:49:08, Group_2
935, 436043_1006, 6, 32, 1, 苏楠, 温文儒雅, 22393, 29875, 0, 2019-11-28 20:06:11, Group_3
936, 429205_1006, 6, 40, 2, 代号c, 嘻嘻, 30077, 45569, 0, 2019-12-03 22:41:36, Group_1
937, 433039_1006, 6, 28, 1, 得意X金针菇, 八神魔, 12648, 16306, 0, 2019-11-27 08:23:26, Group_2
938, 432562_1006, 6, 32, 1, 热情X火种, 0, 19861, 25117, 0, 2019-11-29 13:38:05, Group_4
939, 435612_1006, 6, 22, 1, 油腻X二娃, 0, 6647, 7625, 0, 2019-11-27 10:38:56, Group_2
940, 434147_1006, 6, 41, 2, 残暴X小红帽, 风风??飍飍, 35190, 56610, 0, 2019-12-03 23:33:08, Group_2
941, 433326_1006, 6, 33, 1, 拽拽之陌哩, 刚刚, 14787, 20885, 0, 2019-12-03 14:09:54, Group_1
942, 429037_1006, 6, 32, 1, 开心_然然, 来吧！, 15049, 19437, 0, 2019-11-30 22:49:28, Group_3
943, 426338_1006, 6, 31, 1, 愤怒灬大魔王, 0, 13909, 18121, 0, 2019-12-03 15:53:59, Group_3
944, 427998_1006, 6, 24, 1, 寂寞灬小鬼, 0, 5543, 6179, 0, 2019-11-27 23:46:47, Group_1
945, 427563_1006, 6, 35, 1, keep丶迷恋, 1, 23769, 30026, 0, 2019-12-01 07:43:48, Group_4
946, 424305_1006, 6, 34, 1, 守鹤., 水火不容, 20663, 31862, 0, 2019-11-30 14:33:56, Group_4
947, 427080_1006, 6, 38, 1, 鲁莽丶浩浩, 不知火舞, 31938, 45484, 0, 2019-12-03 23:57:33, Group_2
948, 435972_1006, 6, 31, 1, 嘻哈丶囡囡修*, 快快乐乐, 15676, 23462, 0, 2019-11-28 16:44:13, Group_1
949, 434924_1006, 6, 38, 1, 热血灬主演, 嘻嘻, 32295, 42429, 0, 2019-12-03 23:55:09, Group_1
950, 434144_1006, 6, 14, 1, 无趣X天秤座, 0, 3780, 3757, 0, 2019-11-28 10:21:29, 
951, 431043_1006, 6, 40, 1, 小鱼儿, 水花兄弟, 32880, 52402, 0, 2019-12-03 23:51:07, Group_1
952, 435725_1006, 6, 28, 1, 挺拔灬趴趴熊, 撕裂, 13344, 15497, 0, 2019-11-28 12:47:38, Group_3
953, 421886_1006, 6, 40, 2, 钦街贵爺, 刘新宇潘爽, 36718, 55758, 0, 2019-12-03 09:58:21, Group_3
954, 434030_1006, 6, 38, 1, 悲观_双子, 高数, 32798, 48820, 0, 2019-12-03 20:02:43, Group_4
955, 426407_1006, 6, 30, 1, 猖獗丨妹纸, *坤, 16398, 24277, 0, 2019-11-28 14:15:47, Group_4
956, 430869_1006, 6, 29, 1, 恬淡_帅帅, 兄弟团, 16481, 19985, 0, 2019-11-30 15:34:26, Group_1
957, 426115_1006, 6, 23, 1, 无双之狼女, 0, 8430, 11204, 0, 2019-11-27 01:42:27, Group_1
958, 423978_1006, 6, 31, 1, 思念, uuu, 12136, 15569, 0, 2019-12-03 09:52:05, Group_3
959, 421283_1006, 6, 14, 1, 热血丨王子, 0, 4158, 5529, 0, 2019-12-02 07:13:06, 
960, 427540_1006, 6, 23, 1, 头痛灬手残党, 0, 8475, 9492, 0, 2019-11-27 14:34:49, Group_1
961, 431393_1006, 6, 29, 1, 逆天丨煎蛋, 冠军?, 13098, 15429, 0, 2019-11-29 10:10:15, Group_1
962, 435887_1006, 6, 39, 1, 犀利之叉烧包, 风风??飍飍, 35016, 49650, 0, 2019-12-03 22:58:33, Group_2
963, 432084_1006, 6, 39, 1, 论道X咖啡, 了哦哦, 29529, 43240, 0, 2019-12-03 23:35:02, Group_3
964, 422924_1006, 6, 33, 1, 酷酷丨萝莉, 兄弟团, 15934, 19056, 0, 2019-12-02 22:37:35, Group_1
965, 428274_1006, 6, 34, 1, 尛坏坏, killer, 17315, 27068, 0, 2019-12-03 12:07:01, Group_3
966, 424587_1006, 6, 37, 1, 亮亮, 天神主宰、, 23122, 33968, 0, 2019-12-03 08:38:18, Group_1
967, 427309_1006, 6, 37, 1, 天然呆宅女, 祖师殿, 27827, 42961, 0, 2019-12-02 15:27:54, Group_2
968, 423791_1006, 6, 35, 1, *****滑滑, 玉天宗, 23561, 32325, 0, 2019-12-03 21:46:48, Group_2
969, 249369_1006, 6, 35, 1, 小尛麦婷, 冷眸, 27017, 35140, 0, 2019-11-30 23:43:39, Group_1
970, 422648_1006, 6, 35, 1, 心痛还会痛, 千鹤乱舞, 20146, 28646, 0, 2019-12-03 14:12:45, Group_1
971, 428672_1006, 6, 36, 1, 崇高达人, 撕裂, 24062, 37450, 0, 2019-12-03 23:15:43, Group_3
972, 428464_1006, 6, 37, 1, 逆天风神, 神話, 29125, 41889, 0, 2019-12-04 01:22:47, Group_2
973, 433149_1006, 6, 38, 1, 好强大蛇, 大蛇无双, 31311, 45924, 0, 2019-12-03 18:33:40, Group_2
974, 424697_1006, 6, 38, 1, 郁闷丨怪兽, 名人堂, 36067, 46375, 0, 2019-12-01 21:28:40, Group_1
975, 429921_1006, 6, 36, 1, 低调丶香皂, 我问心无愧, 27372, 39997, 0, 2019-11-30 11:33:02, Group_2
976, 423681_1006, 6, 30, 1, 威武_雷雷, 0, 11409, 14699, 0, 2019-11-30 10:14:30, Group_3
977, 435775_1006, 6, 39, 1, 桑心X达人, 1, 30582, 41941, 0, 2019-12-03 21:29:30, Group_4
978, 433338_1006, 6, 39, 2, 碉堡丶电神, 刚刚, 38653, 52496, 0, 2019-12-03 21:15:22, Group_1
979, 431986_1006, 6, 36, 1, 世墨, 水火不容, 24703, 38390, 0, 2019-12-03 22:22:42, Group_4
980, 430689_1006, 6, 33, 1, 拜金_小强, Hakuna, 17046, 24731, 0, 2019-12-01 20:12:47, Group_4
981, 433973_1006, 6, 38, 2, 自满之烙印者, 水花兄弟, 32148, 48782, 0, 2019-12-03 11:40:25, Group_1
982, 434451_1006, 6, 26, 1, 颓废X欢子, 冠军?, 11713, 14462, 0, 2019-11-27 11:53:41, Group_1
983, 429790_1006, 6, 41, 2, 辉少1991, 刚刚, 36888, 52568, 0, 2019-12-04 00:21:06, Group_1
984, 182217_1006, 6, 35, 1, 糊涂X小伙伴, 八神庵, 17988, 26277, 0, 2019-12-03 08:33:45, Group_3
985, 425593_1006, 6, 29, 1, 萝莉, 冷眸, 13968, 17322, 0, 2019-11-28 11:26:29, Group_1
986, 424229_1006, 6, 38, 1, 旺盛_酒鬼, 狼王兄弟军团, 28106, 44244, 0, 2019-12-03 14:54:24, Group_3
