         MD LLA(mA)   LLS(ohm*m)  MSFL(ohm*m)    LLD(ohm*m)  AR(ohm*m)   devi(deg)   Azi(deg)    GR(API)     GPA(pA/kg)  SP(mV)
        14.6        37        8017        83.1081   8310.8105      3.9196        0.56       243.3     53.6667       0.907    -28.7778
       14.65        40        7219         76.375      7637.5       3.883        0.57       250.2     53.4444      0.9032    -29.2222
        14.7        43        6860        70.1163   7011.6279      3.8458        0.59       257.9     52.6111      0.8891    -29.4443
       14.75        46        6368             65        6500      3.8129        0.62       262.3     51.7778       0.875    -29.3333
        14.8        48        6097        61.8333    6183.333      3.7912        0.63       265.2     50.8889        0.86    -28.8889
       14.85        49        5895        60.2449   6024.4897      3.7799        0.63       268.1     49.7778      0.8412    -28.2222
        14.9        51        5690        57.6078   5760.7842      3.7605        0.61       272.2     48.6111      0.8215    -27.6667
       14.95        52        5619        56.2692   5626.9229      3.7503        0.58       275.8     47.0556      0.7952    -27.3333
          15        52        5608        56.1538   5615.3848      3.7494        0.56       277.4     45.2778      0.7652    -27.2222
       15.05        52        5541        56.0577   5605.7695      3.7486        0.54       277.9     43.2778      0.7314    -27.4443
        15.1        53        5374        54.8113   5481.1323      3.7389        0.53       276.9     41.3333      0.6985    -27.8889
       15.15        54        5374        53.7407   5374.0742      3.7303        0.52       273.6     40.0556      0.6769    -28.6667
        15.2        54        5368        53.7407   5374.0742      3.7303        0.51       271.1     39.1111       0.661    -29.5557
       15.25        54        5360        53.6481   5364.8149      3.7296        0.54       269.7     38.5556      0.6516    -30.7778
        15.3        54        5347        53.5741   5357.4072       3.729        0.56       267.5     38.2778      0.6469    -32.2222
       15.35        54        5335        53.4074   5340.7407      3.7276        0.54       260.2     38.1667       0.645    -33.6667
        15.4        54        5336        53.3704   5337.0371      3.7273        0.55       246.2     38.5556      0.6516    -35.1111
       15.45        54        5323        53.3148   5331.4814      3.7268        0.57       235.2     39.2222      0.6629    -36.4443
        15.5        53        5472        54.1887   5418.8677      3.7339        0.58       222.3     40.1111      0.6779    -37.5557
       15.55        52        5521        55.2692   5526.9229      3.7425        0.58       213.7     41.0556      0.6938    -38.6667
        15.6        52        5516        55.1538   5515.3848      3.7416        0.56         209     41.7778       0.706    -39.7778
       15.65        53        5242        54.1509   5415.0942      3.7336        0.56       206.3     42.2778      0.7145    -41.2222
        15.7        59        4261        48.5763    4857.627      3.6864        0.59       204.9        42.5      0.7182    -42.6667
       15.75        90        2287        31.8444   3184.4443       3.503        0.61       203.6        42.5      0.7182         -44
        15.8       220         897        13.0364   1303.6364      3.1152         0.6       201.8        42.5      0.7182    -45.1111
       15.85       550         383         5.2036    520.3636      2.7163        0.58       201.2        42.5      0.7182    -46.1111
        15.9       958         250         2.9802    298.0167      2.4742        0.57       209.4     42.6667      0.7211    -47.1111
       15.95      1194         242         2.3836    238.3584      2.3772        0.56       215.8     42.8889      0.7248    -48.2222
          16      1140         252            2.5         250      2.3979        0.54       223.1     43.4444      0.7342    -49.3333
       16.05      1127         247         2.5333    253.3274      2.4037        0.51         235     44.1667      0.7464    -50.5557
        16.1      1169         238         2.4397    243.9692      2.3873        0.49       244.3     44.9444      0.7596    -51.8889
       16.15      1211         233         2.3476    234.7646      2.3706        0.47       248.1     45.8333      0.7746         -53
        16.2      1214         234         2.3394    233.9374      2.3691        0.45       251.3     46.9444      0.7934         -54
       16.25      1210         235         2.3471    234.7107      2.3705        0.42       252.1     48.0556      0.8121    -55.1111
        16.3      1193         241         2.3822     238.223       2.377        0.41       251.8     49.0556       0.829    -56.2222
       16.35      1161         248         2.4591    245.9087      2.3908         0.4       250.1     49.8889      0.8431    -57.1111
        16.4      1142         250         2.5009    250.0876      2.3981        0.39       247.8     50.4444      0.8525    -57.5557
       16.45      1144         247         2.4921    249.2133      2.3966        0.39       245.4     50.7222      0.8572         -58
        16.5      1149         250         2.4743    247.4325      2.3935         0.4       245.2     50.9444       0.861    -58.1111
       16.55      1112         260         2.5576    255.7554      2.4078        0.44       246.9     51.2778      0.8666         -58
        16.6      1069         270         2.6595    265.9495      2.4248        0.48       245.4          52      0.8788    -57.8889
       16.65      1024         281         2.7754    277.5391      2.4433         0.5       245.5     52.6667      0.8901         -58
        16.7       999         283         2.8509    285.0851       2.455        0.51       249.7     53.1111      0.8976         -58
